|1identity|2g-mod|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11whenever you install a virus program, the corp trashes the top card of r&d.|12|13noise: hacker extraordinaire|

|1hardware|2console|3criminal|4&^^^|5|6true|7|8|9|10|11+{M}^^\whenever a corp card is exposed, you may gain {C}^.\limit &^ console per player.|12&^^^^|13zamba|

|1program|2icebreaker, killer|3criminal|4&^^^^|5&^^|6|7|8&^|9|10|11{C}^: break &^ sentry subroutine.\{C}^^: +&^ strength.\{O}: place &^ power counter on this program or remove &^ hosted power counter.\this program gets +&^ strength and costs +{M}^ for each hosted power counter.|12&^^^^|13puffer|

|1resource|2connection|3criminal|4&^^^^|5|6true|7|8|9|10|11when your turn begins, either lose {C}^ or trash @.\the corp's maximum hand size is reduced by &^.|12&|13lewi guilherme|

|1hardware|2chip|3shaper|4&^^^|5|6|7|8|9|10|11+{M}^\the first time each turn you fully break a piece of ice, gain {C}^.|12&^^^|13cyberdelia|

|1program|2|3shaper|4&^^^|5|6|7|8&^|9|10|11whenever you make a successful run on r&d, you may place &^ power counter on @.\{O}, &^^^ hosted power counters: gain {O}{O}. use this ability only once per turn.|12&|13upya|

|1resource|2virtual|3apex|4&^^^^^|5|6|7|8|9|10|11{O},{O}: turn &^ of your facedown installed cards faceup. if that card is an event, trash it.|12&^^^^^|13assimilator|

|1hardware|2|3anarch|4&^|5|6|7|8|9|10|11whenever the corp purges virus counters, you may gain {C}^ for each virus counter removed and trash @.|12&^|13acacia|

|1program|2virus|3anarch|4&^^|5|6|7|8&^|9|10|11when you install @, choose a server.\whenever you make a successful run on the chosen server, you may place &^^ virus counters on @.|12&^^|13plague|

|1event|2|3criminal|4&^^^|5|6|7|8|9|10|11play only if you made a successful run on a central server this turn.\install a card from your grip, lowering its install cost by {C}^^^^^^^^, and take &^ tag.|12&|13credit kiting|

|1program|2|3criminal|4&^^^^|5|6true|7|8&^|9|10|11the first time you make a successful run on hq each turn, you may trash @ to name sentry, code gate or barrier. expose a piece of ice, then add it to hq if it has the named subtype.|12&^|13wari|

|1identity|2g-mod|3shaper|4&|5|6|7&^|8|9&^^^^^^^^^^^^^^^|1045|11{O}: search your stack for a non-virus program and install it, lowering its install cost by {C}^, then shuffle your stack. if that program is still installed when your turn ends, remove it from the game.|12|13kabonesa wu: netspace thrillseeker|

|1program|2|3shaper|4&^^^|5|6true|7|8&^|9|10|11whenever you fully break a piece of ice, you may place &^ power counter on this program.\&^^ hosted power counters: choose &^ installed non-ai icebreaker. that icebreaker gets +&^^^ strength for the remainder of the current encounter.|12&^^|13takobi|

|1resource|2virtual|3shaper|4&^|5|6|7|8|9|10|11{T}: break the first subroutine on the encountered piece of ice.|12&^|13kongamato|

|1event|2double|3adam|4&^^^^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\trash any number of programs and/or pieces of hardware from your grip. search your stack for &^ program or piece of hardware. install it, paying {C}X less. x is equal to the total install cost of the trashed cards.|12&^^|13emergent creativity|

|1program|2|3neutral|4&|5|6true|7|8&^|9|10|11the first time you make a successful run on hq or r&d each turn, you may name a number. if you do, reveal the next card that you access this run. if it has a rez cost, play cost, or advancement requirement equal to the named number, either gain {C}^^^ or draw &^^ cards.|12&|13rng key|

|1program|2virus|3anarch|4&^^^|5|6|7|8&^|9|10|11whenever you breach r&d, access &^ additional card.\when the corp purges virus counters, trash this program.|12&^^|13exer|

|1hardware|2chip|3anarch|4&^^|5|6|7|8|9|10|11whenever you trash a corp card, you may place &^ virus counter on @.\when your turn begins, you may move &^ hosted virus counter to a virus program.|12&^^|13friday chip|

|1resource|2virtual|3anarch|4&^|5|6|7|8|9|10|11whenever you make a successful run on archives, you may place &^ virus counter on @.\{O}, {T}, &^^^ hosted virus counters: search your stack for a virus program and install it (paying its install cost), then shuffle your stack.|12&|13crypt|

|1event|2current|3criminal|4&^^^|5|6|7|8|9|10|11this card is not trashed until another current is played or an agenda is scored.\the first time you install a card each turn, the corp loses {C}^.|12&^|13corporate "grant"|

|1resource|2virtual|3criminal|4&^|5|6|7|8|9|10|11the first time you would take any number of tags or suffer any amount of net damage each turn, you may trash @ to force the corp to "{#} if unsuccessful, the runner avoids any number of tags or prevents any amount of net damage."|12&|13no one home|

|1event|2run|3shaper|4&^^^^^|5|6|7|8|9|10|11make a run on a remote server. when the run ends, gain {O} and add @ to your grip instead of trashing it if the run was successful. you may not make another run on that server for the remainder of this turn.|12&^|13marathon|

|1resource|2virtual|3shaper|4&^|5|6|7|8|9|10|11{T}: break the last subroutine on the encountered piece of ice.|12&^^|13gbahali|

|1event|2|3sunny|4&^^^^^|5|6|7|8|9|10|11play only if you made a successful run on a central server this turn.\force the corp to "{#}^^^ if unsuccessful, reveal all cards in hq. the runner may choose up to &^^ of the revealed cards. shuffle those cards into r&d."|12&|13white hat|

|1event|2run, sabotage|3anarch|4&^^^^|5|6|7|8|9|10|11run archives. if successful, instead of breaching archives, the corp adds exactly &^^^^^ cards from archives to hq, if able. if they do, they trash &^^^^^ cards from hq at random.|12&^^|13glut cipher|

|1hardware|2console|3anarch|4&^^^|5|6true|7|8|9|10|11+{M}^^^\use the mu on @ only for virus programs.\the first time you make a successful run each turn, you may place &^ virus counter on an installed virus program.\limit &^ console per player.|12&^^^^^|13knobkierie|

|1identity|2natural|3criminal|4&|5|6|7&^|8|9&^^^^^^^^^^^^^^^|1045|11the first time the corp installs a card each turn, you may expose that card unless the corp pays {C}^.|12|13419: amoral scammer|

|1event|2|3criminal|4&^^|5|6|7|8|9|10|11name a card type. expose a card in a remote server, then gain {C}^^^^^ if the exposed card has the named card type.|12&^|13falsified credentials|

|1resource|2job|3criminal|4&^^|5|6|7|8|9|10|11place {C}^^^^^^^^ from the bank on @ when it is installed. when there are no credits left on @, trash it.\{O}, {O}: take {C}^^^^^^ from @ and take &^ tag.|12&|13rogue trading|

|1event|2run|3shaper|4&^|5|6|7|8|9|10|11run a remote server. if successful, instead of breaching that server, you may force the corp to shuffle all cards in the root of that server into r&d.|12&|13because i can|

|1program|2|3shaper|4&^^^|5|6|7|8&^|9|10|11when you install this program, place &^^^ power counters on it.\whenever you breach r&d, you may remove &^ hosted power counter to access &^ additional card.|12&^^|13nyashia|

|1program|2virus|3apex|4&^^^^^|5|6|7|8&|9|10|11whenever you trash a corp card, you may place &^ virus counter on @.\{O}: gain {C}^^ for each hosted virus counter, then remove all virus counters from @.|12&^^|13consume|

|1identity|2cyborg|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1045|11any x virus counters: trash the non-agenda card you are accessing. x is equal to that card's rez or play cost. use this ability only once per turn.|12|13freedom khumalo: crypto-anarchist|

|1program|2virus|3anarch|4&^^^|5|6|7|8&^|9|10|11install @ only on a piece of ice.\when @ has &^^^^^ or more virus counters on it, trash host ice.\when your turn begins, you may place &^ virus counter on @.|12&^^|13trypano|

|1event|2|3anarch|4&^|5|6|7|8|9|10|11place &^^^ virus counters on an installed runner card with no hosted virus counters.|12&^|13contaminate|

|1event|2run, sabotage|3criminal|4&^^^|5|6|7|8|9|10|11run hq. if successful, instead of breaching hq, name asset, ice, operation or upgrade, then reveal &^^ cards from hq at random. trash each revealed card that has the named type, then gain {C}^^^^ for each card trashed this way.|12&^|13embezzle|

|1resource|2virtual|3criminal|4&^^|5|6|7|8|9|10|11whenever you pass a rezzed piece of ice, you may trash this resource. if you do, choose &^ piece of ice protecting a central server in the same position as the passed ice. move to that ice and approach it. you may jack out.|12&|13slipstream|

|1program|2icebreaker, fracter|3shaper|4&^^|5&^^|6|7|8&^^|9|10|11whenever you encounter a piece of ice, you may pay {C}^^. if you do, it gains barrier for the remainder of that encounter. use this ability only once per turn.\{C}^^: break any number of barrier subroutines.\{C}^^^: +&^^^^^^ strength.|12&^^^^|13laamb|

|1hardware|2mod|3shaper|4&^^^^|5|6true|7|8|9|10|11{O}: host this hardware on an installed non-ai icebreaker.\abilities that increase host icebreaker's strength last for the remainder of the turn .|12&^|13gebrselassie|

|1event|2run|3shaper|4&^^^|5|6|7|8|9|10|11make a run. the first time you encounter a piece of ice during this run, you may search your stack or heap for a program and install it, ignoring all costs. when the run ends, add that program to the bottom of your stack if it is still installed.|12&^^|13compile|

|1resource|2virtual|3adam|4&^^^^^|5|6|7|8|9|10|11{T}: bypass a piece of ice you are currently encountering. lose any remaining clicks.|12&|13logic bomb|

|1resource|2|3neutral|4&|5|6|7|8|9|10|11when your turn begins, you may place {C}^ on @.\whenever an agenda is added to your score area, you may take any number of credits from @. if you do, trash @.|12&|13jackpot!|

|1hardware|2|3anarch|4&^^^|5|6true|7|8|9|10|11{O}, suffer &^ net damage: gain {C}^ and draw &^^ cards. use this ability only once per turn.|12&^|13zer0|

|1program|2icebreaker, killer, virus|3anarch|4&^^|5&^|6|7|8&^^|9|10|11whenever you make a successful run, you may place &^ virus counter on this program.\any virus counter: break sentry subroutine.\any virus counter: +&^ strength.|12&^|13musaazi|

|1hardware|2|3anarch|4&^^^^^|5|6true|7|8|9|10|11the first time each turn you fully break the outermost piece of ice protecting the attacked server during a run, you may remove this hardware from the game to trash that ice.|12&^^|13hippo|

|1program|2icebreaker, decoder|3criminal|4&^^^^|5&^^^|6|7|8&^|9|10|11{C}^^: break up to &^^^ code gate subroutines.\{C}^^: +&^^^ strength.\the first time each turn this program fully breaks a piece of ice, the corp loses {C}^.|12&^^^^^^^|13amina|

|1event|2double, run, sabotage|3criminal|4&^^^^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\run hq. if successful, instead of breaching hq, you may force the corp to lose up to {C}^^^^^, then you gain {C}^ for each credit lost.|12&^|13diversion of funds|

|1resource|2|3criminal|4&^|5|6|7|8|9|10|11the first time the corp gains credits through a card ability each turn, you may gain {C}^.\{O}, {C}^^^: trash @. only the corp can use this ability.|12&|13pad tap|

|1resource|2|3shaper|4&^^|5|6|7|8|9|10|11{O}, {T}, trash a card from your grip: install a program, piece of hardware, or virtual resource from your heap, paying its install cost.|12&|13reclaim|

|1program|2icebreaker, decoder|3shaper|4&^^^^|5&^^|6|7|8&^^|9|10|11whenever you encounter a piece of ice, you may pay {C}^^. if you do, it gains code gate for the remainder of that encounter. use this ability only once per turn.\{C}^: break &^ code gate subroutine.\{C}^^: +&^^^^ strength.|12&^^^^^|13engolo|

|1hardware|2mod|3shaper|4&^^^|5|6true|7|8|9|10|11@ can host a single program.\when you install @, place {C}^^^^^^^^^ on it. use these credits to pay for using hosted program.\when a turn ends in which you used credits on @, trash hosted program.|12&^^|13flame-out|

|1event|2|3sunny|4&^^^^^|5|6|7|8|9|10|11the corp must {#}^^^^. if unsuccessful, for the remainder of the turn, access &^^ additional cards whenever you breach hq or r&d.|12&^^|13black hat|

|1resource|2virtual|3neutral|4&|5|6true|7|8|9|10|11the first time each turn a successful run on a remote server ends, if you breached the server but stole no agendas, you may place &^ power counter on this resource.\when this resource has &^^^^ or more hosted power counters, add it to your score area as an agenda worth &^ agenda point.|12&^|13kasi string|

|1identity|2natural|3anarch|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1040|11when your turn begins, gain {C}^ if you have &^^ or fewer cards in your grip.|12|13nathaniel "gnat" hall: one-of-a-kind|

|1event|2run|3anarch|4&^^^^|5|6|7|8|9|10|11run archives. if successful, after breaching archives, breach hq, then breach r&d. you cannot access cards in the root of hq or r&d during these breaches.|12&^^^|13divide and conquer|

|1event|2|3anarch|4&^^^|5|6|7|8|9|10|11trash your grip.\gain {C}.|12&^^^^|13guinea pig|

|1hardware|2console|3anarch|4&^^^|5|6true|7|8|9|10|11+{M}^\whenever you would play or install a card, you may trash &^ card from your grip. if you do, instead play or install that card paying {C}^^ less. use this ability only once per turn.\limit &^ console per player.|12&^^^^|13patchwork|

|1hardware|2|3anarch|4&^^|5|6true|7|8|9|10|11whenever the corp creates a server, he or she loses {C}^.\whenever you make a successful run on archives, you may trash @ to force the corp to lose {C}^^^.|12&^^|13hijacked router|

|1program|2icebreaker, decoder|3anarch|4&^^^|5&^^^^^|6|7|8&^|9|10|11this program gets -&^ strength for each card in your grip.\{C}^^: break any number of code gate subroutines.|12&^^^^|13cradle|

|1resource|2location, seedy|3anarch|4&^^^|5|6true|7|8|9|10|11the first time each turn a program or a piece of hardware is trashed (from any location), you may place &^ power counter on @.\{O}, &^^^ hosted power counters: add a card that matches the faction of your identity from your heap to your grip.|12&^^^|13district 99|

|1identity|2g-mod|3criminal|4&|5|6|7&|8|9&^^^^^^^^^^^^^^^|1050|11the first time you make a successful run on a central server each turn, draw &^^ cards and take &^ tag.|12|13liza talking thunder: prominent legislator|

|1event|2run|3criminal|4&^^|5|6|7|8|9|10|11make a run on hq. if successful, gain {C}^^^^^^^^^ and take &^ tag.|12&^^|13hot pursuit|

|1hardware|2console|3criminal|4&^^|5|6true|7|8|9|10|11+{M}^\the first time you make a successful run each turn, you may gain {C}^ and look at the top card of your stack. if you do, you may add that card to the bottom of your stack.\limit &^ console per player.|12&^^^|13paragon|

|1program|2|3criminal|4&^^|5|6|7|8&^|9|10|11whenever you make a successful run, you may place {C}^ from the bank on @.\{T}: take all credits from @.|12&^|13bankroll|

|1program|2icebreaker, fracter|3criminal|4&^^|5&^|6|7|8&^|9|10|11{C}^: break up to &^^ barrier subroutines.\{C}^^: +&^^^ strength.\whenever an encounter ends, if you used this program to break a subroutine during that encounter, the corp gains {C}^^.|12&^|13tycoon|

|1resource|2location, ritzy|3criminal|4&^^|5|6true|7|8|9|10|11the first time you avoid or remove a tag each turn, you may install a card from your grip, lowering its install cost by &^.|12&^^^|13thunder art gallery|

|1resource|2connection|3criminal|4&^^|5|6true|7|8|9|10|11place {C}^^ from the bank on @ when she is installed. when there are no credits left on @, trash her.\use these credits to trash installed cards.|12&^^|13miss bones|

|1identity|2clone|3shaper|4&|5|6|7&^|8|9&^^^^^^^^^^^^|1045|11whenever you breach r&d, you and the corp secretly spend {C}, {C}^, or {C}^^. reveal spent credits. if you and the corp spent the same number of credits, access &^ additional card.|12|13akiko nisei: head case|

|1event|2double|3shaper|4&^^|5|6|7|8|9|10|11as an additional cost to play this event, spend {O}.\the corp may look at the top &^^^^ cards of r&d and arrange them in any order.\reveal the top &^^^^ cards of r&d.|12&|13insight|

|1hardware|2console|3shaper|4&^^^|5|6true|7|8|9|10|11+{M}^\whenever you make a successful run on r&d, you may place &^ power counter on this hardware.\{O}, &^^^ hosted power counters: breach r&d. you cannot access cards in the root of r&d during this breach.\limit &^ console per player.|12&^^^|13mind's eye|
